,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
590,phishing,legitimate,phishing,legitimate,phishing,phishing,suspicious,suspicious,phishing,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
591,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate
592,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
593,legitimate,suspicious,legitimate,phishing,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,suspicious,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
594,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
595,legitimate,suspicious,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,phishing,suspicious,legitimate,phishing
596,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
597,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate
598,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
599,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate
600,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,phishing,phishing,legitimate,phishing
601,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
602,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,suspicious,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
603,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,phishing,legitimate,legitimate
604,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
605,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
606,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
607,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
608,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
609,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,suspicious,legitimate,legitimate
610,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
611,phishing,legitimate,phishing,legitimate,phishing,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,phishing,suspicious,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
612,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing
613,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,phishing,suspicious,legitimate,legitimate
614,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing
615,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,phishing,suspicious,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,suspicious,legitimate,legitimate
616,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
617,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
618,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing
619,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
620,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
621,phishing,legitimate,phishing,legitimate,phishing,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
622,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,suspicious,legitimate,phishing
623,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,phishing,phishing,phishing
624,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,suspicious,phishing,phishing
625,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing
626,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,phishing,phishing,legitimate,phishing,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,suspicious,phishing,phishing
627,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
628,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing
629,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing
630,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
631,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,suspicious,phishing,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
632,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
633,phishing,suspicious,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,suspicious,suspicious,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing
634,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,suspicious,legitimate,legitimate
635,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
