,classif,odor,habitat,cap_colour
2973,Etable,None,Woods,Brown
2974,Etable,None,Woods,Brown
2975,Etable,None,Woods,Brown
2976,Etable,None,Woods,Gray
2977,Etable,None,Woods,Gray
2979,Etable,None,Woods,Gray
2980,Etable,None,Woods,Red
2981,Etable,None,Woods,Gray
2982,Etable,None,Woods,Red
2983,Etable,None,Woods,Red
2984,Etable,None,Woods,Red
2985,Etable,None,Woods,Gray
2986,Etable,None,Woods,Gray
2987,Etable,None,Woods,Red
2988,Etable,None,Woods,Gray
2989,Etable,None,Woods,Brown
2991,Etable,None,Woods,Brown
2992,Etable,None,Woods,Gray
2993,Etable,None,Woods,Brown
2994,Etable,None,Woods,Red
2995,Etable,None,Woods,Gray
2996,Etable,None,Woods,Brown
2997,Etable,None,Woods,Red
2998,Etable,None,Woods,Red
2999,Etable,None,Woods,Brown
3000,Etable,None,Woods,Brown
3001,Poisonous,Foul,Paths,Yellow
3002,Etable,None,Woods,Brown
3003,Poisonous,Foul,Woods,Gray
3005,Etable,None,Woods,Gray
3006,Etable,None,Woods,Red
3007,Etable,None,Woods,Brown
3008,Etable,None,Woods,Red
3009,Poisonous,Foul,Paths,Gray
3011,Etable,None,Woods,Red
3012,Etable,None,Woods,Red
3013,Poisonous,Creosote,Woods,White
3014,Etable,None,Woods,Red
3015,Etable,None,Woods,Brown
3016,Poisonous,Foul,Grasses,Gray
3017,Poisonous,Foul,Paths,Gray
3020,Etable,None,Woods,Brown
3021,Etable,None,Woods,Gray
3022,Etable,None,Woods,Red
3023,Etable,None,Woods,Red
3025,Etable,None,Woods,Red
3026,Poisonous,Creosote,Woods,Pink
3027,Poisonous,Foul,Woods,Gray
3028,Etable,None,Woods,Red
3029,Etable,None,Woods,Gray
3030,Etable,None,Woods,Gray
3031,Etable,None,Woods,Gray
3032,Etable,None,Woods,Red
3033,Etable,None,Woods,Red
3034,Poisonous,Foul,Paths,Gray
3035,Etable,None,Woods,Brown
3036,Etable,None,Woods,Red
3037,Poisonous,Creosote,Woods,Gray
3038,Etable,None,Woods,Red
3039,Etable,None,Woods,Red
3040,Poisonous,Foul,Grasses,Yellow
3041,Poisonous,Foul,Woods,Yellow
3043,Etable,None,Woods,Brown
3044,Etable,None,Woods,Gray
3045,Etable,None,Woods,Brown
3047,Poisonous,Creosote,Woods,Pink
3048,Etable,None,Woods,Brown
3049,Etable,None,Woods,Red
3050,Etable,None,Woods,Red
3051,Etable,None,Woods,Brown
3052,Poisonous,Creosote,Woods,White
3055,Etable,None,Woods,Gray
3057,Poisonous,Creosote,Woods,Gray
3058,Poisonous,Creosote,Woods,Pink
3060,Poisonous,Foul,Woods,Gray
3061,Poisonous,Creosote,Woods,White
3063,Etable,None,Woods,Brown
3064,Poisonous,Foul,Paths,Yellow
3066,Etable,None,Woods,Brown
3067,Etable,None,Woods,Gray
3068,Poisonous,Creosote,Woods,White
3069,Poisonous,Foul,Paths,Gray
3070,Etable,None,Woods,Gray
3072,Etable,None,Woods,Gray
3073,Poisonous,Foul,Paths,Gray
3074,Etable,None,Woods,Brown
3075,Poisonous,Foul,Paths,Gray
3076,Etable,None,Woods,Red
3077,Etable,None,Woods,Brown
3078,Poisonous,Foul,Paths,Gray
3079,Etable,None,Woods,Gray
3080,Etable,None,Woods,Gray
3081,Etable,None,Woods,Red
3082,Poisonous,Foul,Paths,Gray
3083,Etable,None,Woods,Red
3084,Etable,None,Woods,Brown
3085,Poisonous,Foul,Grasses,Gray
3086,Etable,None,Woods,Red
3087,Poisonous,Foul,Woods,Gray
3089,Poisonous,Foul,Grasses,Gray
3090,Poisonous,Foul,Paths,Gray
3091,Poisonous,Foul,Grasses,Gray
3092,Etable,None,Woods,Red
3093,Poisonous,Foul,Grasses,Gray
3094,Etable,None,Woods,Red
3097,Poisonous,Creosote,Woods,Pink
3098,Etable,None,Woods,Red
3100,Etable,None,Woods,Red
3101,Etable,None,Woods,Brown
3102,Poisonous,Foul,Grasses,Gray
3103,Poisonous,Foul,Paths,Yellow
3104,Poisonous,Creosote,Woods,Gray
3106,Etable,None,Woods,Red
3107,Etable,None,Woods,Red
3108,Etable,None,Woods,Brown
3109,Poisonous,Foul,Grasses,Gray
3110,Poisonous,Creosote,Woods,Gray
3111,Etable,None,Woods,Gray
3113,Etable,None,Woods,Red
3114,Etable,None,Woods,Gray
3115,Etable,None,Woods,Brown
3116,Etable,None,Woods,Brown
3117,Etable,None,Woods,Red
3118,Poisonous,Creosote,Woods,Gray
3119,Poisonous,Creosote,Woods,White
3120,Etable,None,Woods,Gray
3121,Etable,None,Woods,Gray
3122,Poisonous,Foul,Woods,Gray
3123,Etable,None,Woods,Red
3124,Poisonous,Creosote,Woods,White
3126,Etable,None,Woods,Gray
3127,Etable,None,Woods,Gray
3128,Etable,None,Woods,Red
3129,Etable,None,Woods,Brown
3130,Etable,None,Woods,Gray
3131,Etable,None,Woods,Brown
3132,Etable,None,Woods,Gray
3133,Etable,None,Woods,Gray
3134,Etable,None,Woods,Brown
3136,Etable,None,Woods,Red
3137,Etable,None,Woods,Red
3138,Poisonous,Foul,Paths,Yellow
3139,Etable,None,Woods,Gray
3140,Etable,None,Woods,Brown
3141,Poisonous,Foul,Woods,Gray
3144,Etable,None,Woods,Gray
3145,Etable,None,Woods,Red
3148,Poisonous,Creosote,Woods,White
3149,Etable,None,Woods,Brown
3150,Etable,None,Woods,Red
3151,Etable,None,Woods,Red
3152,Poisonous,Foul,Woods,Gray
3153,Etable,None,Woods,Gray
3155,Etable,None,Woods,Gray
3158,Etable,None,Woods,Red
3159,Poisonous,Foul,Woods,Gray
3160,Etable,None,Woods,Red
3161,Poisonous,Foul,Paths,Gray
3162,Poisonous,Creosote,Woods,Pink
3164,Poisonous,Foul,Paths,Gray
3166,Poisonous,Foul,Paths,Gray
3167,Etable,None,Woods,Red
3168,Poisonous,Foul,Paths,Gray
3171,Etable,None,Woods,Brown
3172,Etable,None,Woods,Red
3173,Poisonous,Foul,Paths,Gray
3174,Poisonous,Creosote,Woods,Pink
3176,Etable,None,Woods,Red
3179,Poisonous,Foul,Grasses,Gray
3180,Etable,None,Woods,Brown
3182,Poisonous,Creosote,Woods,White
3183,Etable,None,Woods,Red
3184,Etable,None,Woods,Brown
3185,Etable,None,Woods,Red
3186,Etable,None,Woods,Gray
3188,Poisonous,Foul,Paths,Gray
3189,Etable,None,Woods,Red
3190,Poisonous,Foul,Grasses,Yellow
3193,Poisonous,Foul,Woods,Yellow
3194,Etable,None,Woods,Red
3196,Etable,None,Woods,Brown
3201,Poisonous,Foul,Paths,Gray
3202,Etable,None,Woods,Red
3203,Etable,None,Woods,Red
3204,Etable,None,Woods,Gray
3205,Poisonous,Foul,Grasses,Gray
3206,Etable,None,Woods,Gray
3207,Etable,None,Woods,Gray
3208,Poisonous,Foul,Grasses,Gray
3209,Poisonous,Creosote,Woods,White
3211,Poisonous,Foul,Woods,Yellow
3212,Etable,None,Woods,Red
3216,Etable,None,Woods,Gray
3217,Etable,None,Woods,Red
3218,Poisonous,Creosote,Woods,Gray
3219,Etable,None,Woods,Gray
3220,Etable,None,Woods,Brown
3221,Etable,None,Woods,Gray
3226,Poisonous,Foul,Paths,Gray
3227,Poisonous,Creosote,Woods,White
3228,Etable,None,Woods,Gray
3229,Etable,None,Woods,Gray
3230,Etable,None,Woods,Gray
3231,Poisonous,Foul,Paths,Gray
3232,Poisonous,Creosote,Woods,White
3233,Poisonous,Foul,Paths,Gray
3234,Etable,None,Woods,Gray
3235,Poisonous,Foul,Grasses,Gray
3236,Etable,None,Woods,Red
3237,Etable,None,Woods,Gray
3238,Etable,None,Woods,Gray
3240,Etable,None,Woods,Gray
3243,Poisonous,Foul,Grasses,Yellow
3244,Etable,None,Woods,Red
3245,Poisonous,Foul,Woods,Gray
3246,Poisonous,Foul,Woods,Gray
3247,Etable,None,Woods,Brown
3248,Poisonous,Foul,Grasses,Gray
3249,Etable,None,Woods,Brown
3250,Etable,None,Woods,Gray
3251,Etable,None,Woods,Gray
3252,Etable,None,Woods,Gray
3253,Poisonous,Creosote,Woods,Gray
3254,Etable,None,Woods,Gray
3255,Etable,None,Woods,Red
3256,Etable,None,Woods,Brown
3257,Etable,None,Woods,Gray
3258,Poisonous,Creosote,Woods,Pink
3259,Poisonous,Foul,Grasses,Gray
3260,Etable,None,Woods,Gray
3261,Etable,None,Woods,Gray
3263,Etable,None,Woods,Gray
3264,Poisonous,Foul,Paths,Gray
3265,Poisonous,Foul,Paths,Gray
3266,Etable,None,Woods,Brown
3267,Etable,None,Woods,Brown
3268,Poisonous,Creosote,Woods,Gray
3270,Poisonous,Creosote,Woods,Pink
3271,Etable,None,Woods,Red
3272,Etable,None,Woods,Gray
3273,Etable,None,Woods,Red
3274,Poisonous,Foul,Grasses,Yellow
3275,Etable,None,Woods,Gray
3276,Poisonous,Creosote,Woods,White
3277,Poisonous,Foul,Woods,Gray
3278,Etable,None,Woods,Red
3279,Etable,None,Woods,Gray
3280,Poisonous,Foul,Paths,Gray
3281,Poisonous,Foul,Paths,Gray
3282,Poisonous,Creosote,Woods,Pink
3283,Etable,None,Woods,Gray
3284,Poisonous,Foul,Woods,Gray
3286,Etable,None,Woods,Brown
3287,Etable,None,Woods,Red
3289,Etable,None,Woods,Red
3291,Etable,None,Woods,Gray
3292,Poisonous,Creosote,Woods,Pink
3293,Etable,None,Woods,Red
3295,Poisonous,Creosote,Woods,White
3297,Etable,None,Woods,Brown
3298,Poisonous,Foul,Grasses,Gray
3299,Etable,None,Woods,Red
3301,Etable,None,Woods,Red
3302,Etable,None,Woods,Gray
3303,Etable,None,Woods,Gray
3305,Etable,None,Woods,Red
3306,Poisonous,Creosote,Woods,White
3307,Etable,None,Woods,Brown
3308,Etable,None,Woods,Gray
3309,Etable,None,Woods,Brown
3311,Etable,None,Woods,Gray
3312,Etable,None,Woods,Red
3313,Poisonous,Foul,Woods,Gray
3314,Etable,None,Woods,Gray
3315,Etable,None,Woods,Gray
3316,Etable,None,Woods,Gray
3317,Etable,None,Woods,Gray
3318,Etable,None,Woods,Red
3322,Poisonous,Creosote,Woods,Pink
3323,Poisonous,Foul,Woods,Gray
3324,Etable,None,Woods,Gray
3325,Etable,None,Woods,Red
3326,Poisonous,Creosote,Woods,White
3327,Poisonous,Creosote,Woods,Pink
3328,Poisonous,Foul,Paths,Gray
3329,Etable,None,Woods,Gray
3331,Poisonous,Creosote,Woods,Pink
3332,Etable,None,Woods,Gray
3333,Etable,None,Woods,Brown
3334,Poisonous,Foul,Grasses,Gray
3335,Etable,None,Woods,Brown
3336,Etable,None,Woods,Red
3337,Poisonous,Creosote,Woods,White
3339,Poisonous,Foul,Woods,Gray
3340,Etable,None,Woods,Red
3341,Poisonous,Foul,Paths,Yellow
3342,Etable,None,Woods,Gray
3343,Etable,None,Woods,Red
3346,Poisonous,Creosote,Woods,Gray
3347,Etable,None,Woods,Gray
3348,Etable,None,Woods,Red
3349,Poisonous,Foul,Paths,Gray
3350,Etable,None,Woods,Brown
3351,Poisonous,Creosote,Woods,Gray
3352,Poisonous,Foul,Grasses,Gray
3353,Etable,None,Woods,Red
3354,Etable,None,Woods,Brown
3355,Etable,None,Woods,Gray
3356,Etable,None,Woods,Gray
3357,Poisonous,Creosote,Woods,White
3358,Poisonous,Foul,Grasses,Gray
3359,Poisonous,Creosote,Woods,Gray
3361,Etable,None,Woods,Red
3362,Poisonous,Foul,Woods,Gray
3363,Poisonous,Foul,Grasses,Gray
3367,Etable,None,Woods,Red
3368,Etable,None,Woods,Red
3369,Etable,None,Woods,Red
3371,Poisonous,Creosote,Woods,Pink
3372,Poisonous,Foul,Woods,Gray
3373,Etable,None,Woods,Red
3374,Etable,None,Woods,Red
3376,Etable,None,Woods,Red
3377,Etable,None,Woods,Brown
3378,Etable,None,Woods,Red
3379,Poisonous,Foul,Paths,Yellow
3381,Poisonous,Creosote,Woods,Pink
3382,Etable,None,Woods,Red
3383,Etable,None,Woods,Gray
3384,Etable,None,Woods,Red
3386,Etable,None,Woods,Gray
3387,Etable,None,Woods,Red
3388,Poisonous,Creosote,Woods,White
3389,Poisonous,Foul,Woods,Gray
3390,Poisonous,Creosote,Woods,Pink
3392,Etable,None,Woods,Brown
3393,Poisonous,Creosote,Woods,Gray
3395,Poisonous,Creosote,Woods,Pink
3397,Poisonous,Creosote,Woods,White
3398,Etable,None,Woods,Brown
3400,Poisonous,Creosote,Woods,Gray
3403,Poisonous,Creosote,Woods,Pink
3404,Etable,None,Woods,Red
3405,Poisonous,Creosote,Woods,Gray
3406,Etable,None,Woods,Gray
3407,Etable,None,Woods,Gray
3409,Etable,None,Woods,Brown
3410,Etable,None,Woods,Brown
3411,Poisonous,Creosote,Woods,Gray
3412,Etable,None,Woods,Gray
3413,Etable,None,Woods,Red
3414,Etable,None,Woods,Gray
3416,Etable,None,Woods,Brown
3417,Poisonous,Foul,Grasses,Gray
3418,Poisonous,Creosote,Woods,Gray
3419,Etable,None,Woods,Red
3420,Etable,None,Woods,Gray
3421,Poisonous,Creosote,Woods,Gray
3423,Etable,None,Woods,Gray
3424,Etable,None,Woods,Red
3425,Poisonous,Foul,Paths,Yellow
3426,Poisonous,Creosote,Woods,Gray
3427,Etable,None,Woods,Gray
3429,Etable,None,Woods,Brown
3432,Poisonous,Foul,Paths,Gray
3433,Etable,None,Woods,Gray
3435,Poisonous,Creosote,Woods,Gray
3436,Etable,None,Woods,Gray
3437,Poisonous,Foul,Paths,Gray
3439,Poisonous,Foul,Paths,Gray
3440,Etable,None,Woods,Gray
3441,Poisonous,Creosote,Woods,Pink
3442,Etable,None,Woods,Red
3443,Poisonous,Creosote,Woods,Pink
3444,Poisonous,Creosote,Woods,White
3445,Etable,None,Woods,Gray
3447,Poisonous,Foul,Woods,Gray
3448,Etable,None,Woods,Brown
3449,Etable,None,Woods,Gray
3451,Poisonous,Foul,Grasses,Gray
3452,Poisonous,Creosote,Woods,Gray
3453,Poisonous,Foul,Paths,Gray
3454,Poisonous,Creosote,Woods,White
3455,Etable,None,Woods,Brown
3457,Poisonous,Creosote,Woods,White
3458,Etable,None,Woods,Gray
3459,Etable,None,Woods,Brown
3460,Etable,None,Woods,Gray
3461,Etable,None,Woods,Red
3462,Etable,None,Woods,Red
3463,Poisonous,Creosote,Woods,White
3465,Poisonous,Foul,Woods,Yellow
3467,Etable,None,Woods,Brown
3468,Poisonous,Creosote,Woods,Gray
3469,Poisonous,Creosote,Woods,Pink
3470,Etable,None,Woods,Red
3471,Etable,None,Woods,Gray
3472,Etable,None,Woods,Gray
3473,Poisonous,Foul,Paths,Gray
3475,Etable,None,Woods,Gray
3476,Etable,None,Woods,Gray
3479,Poisonous,Foul,Paths,Gray
3480,Etable,None,Woods,Gray
3481,Etable,None,Woods,Red
3482,Etable,None,Woods,Red
3485,Etable,None,Woods,Red
3486,Etable,None,Woods,Red
3487,Etable,None,Woods,Brown
3489,Etable,None,Woods,Gray
3490,Poisonous,Foul,Paths,Gray
3491,Etable,None,Woods,Red
3492,Poisonous,Foul,Grasses,Gray
3493,Etable,None,Woods,Gray
3494,Etable,None,Woods,Red
3495,Etable,None,Woods,Brown
3496,Poisonous,Foul,Woods,Gray
3497,Etable,None,Woods,Red
3499,Etable,None,Woods,Gray
3500,Poisonous,Creosote,Woods,White
3501,Etable,None,Woods,Red
3502,Etable,None,Woods,Red
3503,Etable,None,Woods,Red
3506,Poisonous,Foul,Grasses,Gray
3507,Etable,None,Woods,Gray
3508,Poisonous,Foul,Woods,Gray
3509,Etable,None,Woods,Gray
3510,Etable,None,Woods,Brown
3511,Poisonous,Foul,Woods,Gray
3512,Etable,None,Woods,Gray
3513,Poisonous,Foul,Woods,Gray
3514,Etable,None,Woods,Red
3515,Poisonous,Creosote,Woods,Gray
3516,Etable,None,Woods,Red
3517,Etable,None,Woods,Brown
3518,Etable,None,Woods,Red
3520,Etable,None,Woods,Gray
3521,Poisonous,Creosote,Woods,Pink
3523,Etable,None,Woods,Gray
3524,Etable,None,Woods,Red
3525,Poisonous,Creosote,Woods,Pink
3526,Etable,None,Woods,Brown
3527,Etable,None,Woods,Gray
3528,Etable,None,Woods,Red
3529,Etable,None,Woods,Red
3530,Etable,None,Woods,Gray
3532,Etable,None,Woods,Gray
3537,Etable,None,Woods,Gray
3540,Etable,None,Woods,Brown
3542,Etable,None,Woods,Red
3543,Poisonous,Creosote,Woods,Pink
3544,Poisonous,Foul,Woods,Gray
3545,Etable,None,Woods,Red
3546,Etable,None,Woods,Gray
3547,Poisonous,Creosote,Woods,Pink
3548,Etable,None,Woods,Gray
3550,Etable,None,Woods,Brown
3551,Etable,None,Woods,Gray
3552,Etable,None,Woods,Brown
3553,Etable,None,Woods,Brown
3554,Poisonous,Creosote,Woods,Pink
3555,Etable,None,Woods,Red
3556,Poisonous,Foul,Woods,Yellow
3557,Poisonous,Creosote,Woods,Gray
3558,Etable,None,Woods,Brown
3561,Etable,None,Woods,Gray
3562,Etable,None,Woods,Gray
3563,Etable,None,Woods,Gray
3564,Etable,None,Woods,Brown
3565,Poisonous,Foul,Grasses,Yellow
3566,Etable,None,Woods,Gray
3569,Etable,None,Woods,Red
3570,Poisonous,Foul,Woods,Gray
3571,Etable,None,Woods,Red
3572,Poisonous,Foul,Paths,Yellow
3573,Etable,None,Woods,Red
3574,Etable,None,Woods,Gray
3575,Etable,None,Woods,Red
3576,Etable,None,Woods,Red
3577,Etable,None,Woods,Red
3578,Etable,None,Woods,Brown
3581,Poisonous,Foul,Grasses,Gray
3583,Poisonous,Creosote,Woods,Gray
3584,Etable,None,Woods,Brown
3586,Etable,None,Woods,Red
3587,Etable,None,Woods,Red
3588,Etable,None,Woods,Gray
3589,Etable,None,Woods,Gray
3591,Etable,None,Woods,Brown
3592,Etable,None,Woods,Brown
3593,Etable,None,Woods,Gray
3594,Poisonous,Foul,Grasses,Gray
3595,Etable,None,Woods,Gray
3597,Poisonous,Foul,Grasses,Gray
3598,Etable,None,Woods,Brown
3599,Poisonous,Foul,Grasses,Gray
3600,Etable,None,Woods,Red
3602,Etable,None,Woods,Gray
3603,Etable,None,Woods,Red
3604,Poisonous,Foul,Woods,Gray
3605,Poisonous,Creosote,Woods,Gray
3606,Poisonous,Foul,Grasses,Gray
3607,Poisonous,Foul,Paths,Gray
3608,Poisonous,Foul,Paths,Gray
3610,Poisonous,Foul,Woods,Gray
3611,Etable,None,Woods,Red
3612,Etable,None,Woods,Brown
3613,Etable,None,Woods,Brown
3614,Poisonous,Foul,Woods,Yellow
3615,Etable,None,Woods,Gray
3617,Etable,None,Woods,Red
3618,Etable,None,Woods,Brown
3619,Etable,None,Woods,Brown
3620,Etable,None,Woods,Red
3621,Poisonous,Foul,Grasses,Gray
3622,Poisonous,Foul,Paths,Gray
3623,Etable,None,Woods,Gray
3626,Etable,None,Woods,Gray
3627,Poisonous,Creosote,Woods,Pink
3630,Poisonous,Foul,Paths,Gray
3631,Etable,None,Woods,Red
3632,Poisonous,Creosote,Woods,Gray
3633,Poisonous,Foul,Grasses,Gray
3634,Etable,None,Woods,Brown
3635,Poisonous,Foul,Woods,Gray
3636,Etable,None,Woods,Red
3637,Etable,None,Woods,Gray
3640,Etable,None,Woods,Red
3641,Etable,None,Woods,Gray
3642,Etable,None,Woods,Red
3643,Etable,None,Woods,Brown
3644,Poisonous,Foul,Grasses,Yellow
3646,Etable,None,Woods,Brown
3647,Poisonous,Foul,Grasses,Gray
3648,Poisonous,Foul,Woods,Gray
3649,Poisonous,Foul,Paths,Gray
3650,Etable,None,Woods,Red
3651,Etable,None,Woods,Brown
3652,Poisonous,Foul,Woods,Gray
3653,Poisonous,Foul,Paths,Gray
3654,Poisonous,Foul,Paths,Gray
3655,Etable,None,Woods,Brown
3657,Etable,None,Woods,Red
3658,Poisonous,Foul,Woods,Yellow
3659,Etable,None,Woods,Brown
3660,Etable,None,Woods,Red
3661,Poisonous,Foul,Paths,Gray
3662,Etable,None,Woods,Brown
3663,Poisonous,Creosote,Woods,White
3664,Etable,None,Woods,Gray
3665,Etable,None,Woods,Red
3667,Poisonous,Foul,Woods,Gray
3668,Etable,None,Woods,Red
3669,Etable,None,Woods,Red
3670,Poisonous,Creosote,Woods,Pink
3671,Etable,None,Woods,Red
3672,Etable,None,Woods,Gray
3674,Etable,None,Woods,Gray
3676,Etable,None,Woods,Brown
3677,Etable,None,Woods,Gray
3678,Etable,None,Woods,Brown
3679,Poisonous,Creosote,Woods,Pink
3683,Poisonous,Creosote,Woods,White
3684,Poisonous,Foul,Paths,Gray
3685,Etable,None,Woods,Brown
3687,Poisonous,Creosote,Woods,White
3688,Etable,None,Woods,Brown
3689,Etable,None,Woods,Gray
3690,Etable,None,Woods,Gray
3691,Etable,None,Woods,Gray
3692,Poisonous,Creosote,Woods,White
3693,Etable,None,Woods,Red
3695,Etable,None,Woods,Brown
3696,Etable,None,Woods,Brown
3697,Poisonous,Creosote,Woods,Pink
3698,Etable,None,Woods,Gray
3699,Poisonous,Creosote,Woods,Pink
3700,Etable,None,Woods,Brown
3701,Poisonous,Foul,Grasses,Gray
3702,Etable,None,Woods,Red
3703,Poisonous,Creosote,Woods,Pink
3705,Etable,None,Woods,Red
3706,Etable,None,Woods,Red
3707,Poisonous,Creosote,Woods,Gray
3708,Poisonous,Foul,Grasses,Gray
3709,Etable,None,Woods,Gray
3710,Poisonous,Foul,Woods,Gray
3711,Etable,None,Woods,Red
3713,Poisonous,Foul,Woods,Yellow
3714,Etable,None,Woods,Red
3715,Etable,None,Woods,Red
3717,Etable,None,Woods,Brown
3718,Poisonous,Foul,Woods,Gray
3720,Etable,None,Woods,Red
3721,Etable,None,Woods,Brown
3722,Etable,None,Woods,Gray
3723,Etable,None,Woods,Brown
3724,Poisonous,Foul,Woods,Gray
3725,Poisonous,Creosote,Woods,White
3727,Etable,None,Woods,Brown
3729,Etable,None,Woods,Red
3730,Etable,None,Woods,Red
3731,Etable,None,Woods,Red
3732,Etable,None,Woods,Brown
3733,Etable,None,Woods,Red
3734,Poisonous,Foul,Grasses,Gray
3735,Etable,None,Woods,Red
3736,Etable,None,Woods,Brown
3737,Poisonous,Foul,Woods,Gray
3738,Poisonous,Creosote,Woods,White
3739,Poisonous,Creosote,Woods,Gray
3741,Poisonous,Foul,Paths,Yellow
3744,Etable,None,Woods,Red
3746,Poisonous,Foul,Woods,Yellow
3747,Etable,None,Woods,Brown
3748,Etable,None,Woods,Red
3750,Poisonous,Foul,Paths,Yellow
3752,Etable,None,Woods,Red
3753,Poisonous,Creosote,Woods,Gray
3754,Poisonous,Creosote,Woods,White
3755,Poisonous,Foul,Grasses,Gray
3757,Etable,None,Woods,Red
3759,Etable,None,Woods,Red
3760,Etable,None,Woods,Red
3762,Etable,None,Woods,Red
3764,Etable,None,Woods,Brown
3765,Etable,None,Woods,Red
3767,Etable,None,Woods,Red
3768,Etable,None,Woods,Red
3769,Etable,None,Woods,Gray
3770,Etable,None,Woods,Gray
3771,Etable,None,Woods,Brown
3772,Etable,None,Woods,Brown
3773,Etable,None,Woods,Red
3774,Etable,None,Woods,Brown
3775,Poisonous,Foul,Paths,Gray
3776,Etable,None,Woods,Red
3778,Etable,None,Woods,Brown
3779,Etable,None,Woods,Brown
3781,Poisonous,Foul,Woods,Gray
3782,Etable,None,Woods,Red
3783,Poisonous,Foul,Woods,Gray
3785,Etable,None,Woods,Gray
3786,Etable,None,Woods,Gray
3787,Poisonous,Foul,Paths,Yellow
3788,Etable,None,Woods,Brown
3789,Etable,None,Woods,Gray
3790,Poisonous,Foul,Woods,Gray
3791,Etable,None,Woods,Brown
3792,Poisonous,Creosote,Woods,Gray
3793,Etable,None,Woods,Red
3794,Poisonous,Creosote,Woods,White
3795,Etable,None,Woods,Brown
3797,Etable,None,Woods,Red
3798,Etable,None,Woods,Gray
3799,Etable,None,Woods,Red
3800,Etable,None,Woods,Red
3801,Poisonous,Creosote,Woods,Gray
3802,Etable,None,Woods,Red
3803,Etable,None,Woods,Red
3805,Etable,None,Woods,Red
3806,Poisonous,Creosote,Woods,Pink
3807,Etable,None,Woods,Red
3808,Poisonous,Foul,Grasses,Gray
3809,Etable,None,Woods,Gray
3810,Poisonous,Foul,Grasses,Gray
3811,Etable,None,Woods,Brown
3812,Etable,None,Woods,Red
3813,Etable,None,Woods,Brown
3814,Poisonous,Creosote,Woods,Pink
3815,Poisonous,Foul,Paths,Gray
3816,Etable,None,Woods,Red
3818,Etable,None,Woods,Gray
3820,Etable,None,Woods,Red
3822,Poisonous,Foul,Woods,Gray
3823,Etable,None,Woods,Brown
3825,Etable,None,Woods,Red
3826,Poisonous,Creosote,Woods,White
3827,Etable,None,Woods,Red
3828,Etable,None,Woods,Gray
3829,Poisonous,Foul,Grasses,Gray
3832,Etable,None,Woods,Red
3833,Poisonous,Creosote,Woods,White
3834,Poisonous,Foul,Woods,Gray
3835,Poisonous,Foul,Woods,Gray
3836,Etable,None,Woods,Gray
3837,Etable,None,Woods,Gray
3838,Etable,None,Woods,Red
3840,Poisonous,Foul,Paths,Gray
3843,Poisonous,Foul,Grasses,Gray
3845,Poisonous,Creosote,Woods,Gray
3847,Etable,None,Woods,Red
3848,Etable,None,Woods,Red
3849,Etable,None,Woods,Gray
3850,Etable,None,Woods,Red
3851,Etable,None,Woods,Gray
3852,Poisonous,Creosote,Woods,Pink
3854,Poisonous,Foul,Grasses,Gray
3855,Etable,None,Woods,Red
3857,Etable,None,Woods,Red
3858,Poisonous,Creosote,Woods,White
3859,Poisonous,Creosote,Woods,White
3860,Etable,None,Woods,Brown
3861,Etable,None,Woods,Red
3863,Etable,None,Woods,Gray
3864,Poisonous,Foul,Woods,Gray
3865,Poisonous,Creosote,Woods,White
3866,Etable,None,Woods,Brown
3867,Etable,None,Woods,Red
3868,Poisonous,Creosote,Woods,White
3869,Poisonous,Creosote,Woods,Gray
3870,Etable,None,Woods,Red
3871,Poisonous,Foul,Woods,Gray
3872,Poisonous,Creosote,Woods,Gray
3873,Poisonous,Foul,Woods,Gray
3875,Etable,None,Woods,Gray
3876,Poisonous,Creosote,Woods,Pink
3878,Poisonous,Creosote,Woods,Pink
3879,Poisonous,Creosote,Woods,Gray
3881,Poisonous,Creosote,Woods,Gray
