,classif,cap_shape,cap_surface,cap_colour,bruises,odor,gill_attach,gill_space,gill_size,gill_color,stalk_shape,stalk_surf_above_ring,stalk_surf_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
1276,Etable,x,f,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1277,Etable,f,f,White,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1278,Etable,x,s,White,No,None,f,Crowded,Broad,Chocolate,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1279,Etable,f,s,White,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1280,Etable,b,y,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Meadows
1281,Etable,x,s,Gray,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1282,Etable,x,f,White,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1283,Etable,x,s,Brown,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1284,Etable,x,f,Brown,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1285,Etable,f,f,Gray,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1286,Poisonous,x,y,Brown,Bruises,Pungent,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Urban
1287,Etable,f,s,Gray,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1288,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,White,Gray,p,w,o,Pendant,Black,Solitary,Woods
1289,Etable,f,s,White,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1290,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Gray,Gray,p,w,o,Pendant,Black,Several,Woods
1291,Etable,x,f,Gray,No,None,f,Crowded,Broad,Pink,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1292,Etable,x,f,White,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1293,Poisonous,f,s,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Grasses
1294,Poisonous,f,s,White,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Grasses
1295,Etable,x,s,Gray,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1296,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Purple,t,Smooth,s,Gray,Pink,p,w,o,Pendant,Brown,Several,Woods
1297,Etable,x,s,Gray,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1298,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,White,e,Smooth,y,White,White,p,w,o,Pendant,Black,Scattered,Paths
1299,Etable,f,s,White,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1300,Etable,x,s,White,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1301,Etable,x,f,Gray,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1302,Etable,f,s,White,No,None,f,Crowded,Broad,Chocolate,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1303,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Solitary,Woods
1304,Etable,f,s,Gray,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1305,Etable,f,s,Gray,No,None,f,Crowded,Broad,Chocolate,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1306,Etable,f,f,Brown,No,None,f,Crowded,Broad,Pink,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1307,Etable,f,s,White,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1308,Etable,f,s,White,No,None,f,Crowded,Broad,Chocolate,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1309,Etable,f,s,Gray,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1310,Etable,f,f,White,No,None,f,Crowded,Broad,Brown,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1311,Etable,f,s,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1312,Poisonous,f,s,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
1313,Etable,x,f,Gray,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1314,Etable,b,y,Yellow,Bruises,Anise,f,Close,Broad,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
1315,Etable,f,f,Brown,No,None,f,Crowded,Broad,Black,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1316,Etable,f,s,Gray,No,None,f,Crowded,Broad,Black,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1317,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,White,Gray,p,w,o,Pendant,Black,Solitary,Woods
1318,Etable,b,s,Yellow,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Meadows
1319,Etable,x,s,White,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1320,Etable,f,f,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,White,Pink,p,w,o,Pendant,Brown,Solitary,Woods
1321,Poisonous,x,s,White,Bruises,Pungent,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
1322,Etable,f,f,White,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1323,Poisonous,f,y,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Urban
1324,Etable,x,s,Brown,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1325,Etable,f,s,Brown,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1326,Etable,b,s,Yellow,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Grasses
1327,Etable,f,s,Gray,No,None,f,Crowded,Broad,Black,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1328,Etable,x,s,Gray,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1329,Etable,f,f,Gray,No,None,f,Crowded,Broad,Black,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1330,Etable,x,f,Gray,No,None,f,Crowded,Broad,Black,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1331,Etable,f,s,White,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1332,Poisonous,f,s,Brown,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Grasses
1333,Etable,f,f,Gray,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1334,Etable,f,s,White,No,None,f,Crowded,Broad,Chocolate,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1335,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Pink,Gray,p,w,o,Pendant,Black,Solitary,Woods
1336,Etable,x,s,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1337,Etable,x,f,Red,Bruises,None,f,Close,Broad,Purple,t,Smooth,s,White,Pink,p,w,o,Pendant,Brown,Solitary,Woods
1338,Etable,x,y,Yellow,Bruises,Almond,f,Close,Broad,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Numerous,Grasses
1339,Etable,f,f,White,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1340,Etable,x,s,White,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1341,Etable,f,f,Brown,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1342,Poisonous,f,s,White,Bruises,Pungent,f,Close,Narrow,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Urban
1343,Etable,f,f,Gray,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,White,Gray,p,w,o,Pendant,Brown,Solitary,Woods
1344,Etable,f,s,White,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1345,Etable,f,f,White,No,None,f,Crowded,Broad,Chocolate,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1346,Poisonous,f,y,Brown,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Grasses
1347,Etable,x,s,White,No,None,f,Crowded,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1348,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,Gray,White,p,w,o,Pendant,Brown,Solitary,Woods
1349,Etable,x,y,Gray,Bruises,None,f,Close,Broad,Purple,t,Smooth,s,White,Pink,p,w,o,Pendant,Brown,Several,Woods
1350,Etable,x,y,Gray,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,White,Gray,p,w,o,Pendant,Brown,Several,Woods
1351,Etable,f,s,Brown,No,None,f,Crowded,Broad,Black,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1352,Etable,f,s,White,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1353,Etable,f,s,Brown,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1354,Etable,x,s,Brown,No,None,f,Crowded,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1355,Etable,f,f,White,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1356,Etable,x,f,Brown,No,None,f,Crowded,Broad,Brown,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1357,Etable,f,f,White,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1358,Etable,f,f,Brown,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1359,Etable,f,s,White,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1360,Etable,f,f,Brown,No,None,f,Crowded,Broad,Pink,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1361,Poisonous,f,y,Brown,Bruises,Pungent,f,Close,Narrow,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
1362,Etable,f,f,White,No,None,f,Crowded,Broad,Black,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1363,Etable,f,s,White,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1364,Etable,x,f,Brown,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1365,Etable,f,f,White,No,None,f,Crowded,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1366,Etable,x,f,Gray,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1367,Etable,f,s,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1368,Etable,x,f,Gray,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Gray,Gray,p,w,o,Pendant,Black,Several,Woods
1369,Etable,f,f,White,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1370,Etable,f,f,Brown,No,None,f,Crowded,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1371,Etable,x,s,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1372,Etable,x,f,White,No,None,f,Crowded,Broad,Chocolate,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1373,Etable,b,s,Yellow,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
1374,Poisonous,x,y,Brown,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
1375,Poisonous,f,s,Brown,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Grasses
1376,Etable,f,f,White,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1377,Etable,f,f,Brown,No,None,f,Crowded,Broad,Black,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1378,Poisonous,f,y,Brown,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
1379,Etable,f,f,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1380,Poisonous,x,s,White,Bruises,Pungent,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
1381,Etable,f,s,Brown,No,None,f,Crowded,Broad,Black,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1382,Poisonous,f,y,White,Bruises,Pungent,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
1383,Etable,f,s,Brown,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1384,Etable,f,s,Gray,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1385,Etable,x,f,Gray,No,None,f,Crowded,Broad,Chocolate,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1386,Etable,f,f,Brown,No,None,f,Crowded,Broad,Black,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1387,Etable,x,f,Gray,Bruises,None,f,Close,Broad,White,t,Smooth,s,White,Pink,p,w,o,Pendant,Brown,Several,Woods
1388,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,Gray,Pink,p,w,o,Pendant,Black,Several,Woods
1389,Etable,x,f,Brown,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1390,Etable,x,f,Gray,Bruises,None,f,Close,Broad,White,t,Smooth,s,Gray,White,p,w,o,Pendant,Black,Solitary,Woods
1391,Etable,x,s,White,No,None,f,Crowded,Broad,Chocolate,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1392,Etable,f,s,White,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1393,Etable,x,s,White,No,None,f,Crowded,Broad,Pink,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1394,Etable,f,f,Gray,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1395,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,White,Pink,p,w,o,Pendant,Brown,Solitary,Woods
1396,Etable,x,s,White,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1397,Etable,x,s,Brown,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1398,Etable,f,s,Gray,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1399,Poisonous,f,y,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Grasses
1400,Etable,f,s,Brown,No,None,f,Crowded,Broad,Black,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1401,Etable,f,y,Yellow,Bruises,Almond,f,Close,Broad,Pink,e,Smooth,y,White,White,p,w,o,Pendant,Brown,Solitary,Grasses
1402,Etable,x,f,Gray,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Gray,Pink,p,w,o,Pendant,Black,Solitary,Woods
1403,Etable,f,s,Gray,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1404,Etable,x,s,Gray,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1405,Poisonous,f,y,White,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Urban
1406,Etable,x,s,White,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1407,Etable,x,s,White,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1408,Etable,f,s,Gray,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1409,Etable,f,s,Brown,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1410,Etable,x,f,Brown,No,None,f,Crowded,Broad,Black,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1411,Etable,f,s,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1412,Etable,f,s,Brown,No,None,f,Crowded,Broad,Brown,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1413,Etable,x,f,White,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1414,Etable,f,f,White,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1415,Etable,f,f,Brown,No,None,f,Crowded,Broad,Chocolate,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1416,Etable,x,y,White,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Meadows
1417,Etable,x,s,Brown,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1418,Etable,x,s,Gray,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1419,Etable,f,s,White,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1420,Poisonous,x,s,White,Bruises,Pungent,f,Close,Narrow,White,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Urban
1421,Etable,x,s,White,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1422,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Gray,Pink,p,w,o,Pendant,Brown,Several,Woods
1423,Etable,f,f,Gray,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1424,Etable,x,s,Gray,No,None,f,Crowded,Broad,Brown,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1425,Etable,f,f,Brown,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1426,Etable,f,s,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1427,Etable,x,s,Gray,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1428,Etable,f,y,Brown,Bruises,Anise,f,Close,Broad,Brown,e,Smooth,y,White,White,p,w,o,Pendant,Black,Scattered,Paths
1429,Poisonous,f,y,Brown,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Urban
1430,Etable,x,s,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1431,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Woods
1432,Poisonous,f,y,White,Bruises,Pungent,f,Close,Narrow,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
1433,Poisonous,x,s,White,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Urban
1434,Poisonous,f,s,Brown,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Urban
1435,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Purple,t,Smooth,s,Gray,Pink,p,w,o,Pendant,Black,Solitary,Woods
1436,Etable,b,y,White,Bruises,Anise,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Numerous,Meadows
1437,Poisonous,f,y,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Black,Scattered,Grasses
1438,Etable,f,f,White,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1439,Etable,x,s,White,No,None,f,Crowded,Broad,Brown,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1440,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Gray,Pink,p,w,o,Pendant,Black,Solitary,Woods
1441,Etable,x,s,Brown,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1442,Etable,f,f,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1443,Etable,f,f,Brown,No,None,f,Crowded,Broad,Brown,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1444,Poisonous,f,y,Brown,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Urban
1445,Poisonous,f,y,White,Bruises,Pungent,f,Close,Narrow,White,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Grasses
1446,Etable,x,s,Brown,No,None,f,Crowded,Broad,Pink,t,Smooth,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1447,Etable,f,f,Gray,No,None,f,Crowded,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1448,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Pink,Gray,p,w,o,Pendant,Black,Several,Woods
1449,Etable,f,s,Gray,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1450,Etable,f,f,Brown,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1451,Poisonous,f,s,Brown,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Urban
1452,Etable,x,f,Brown,No,None,f,Crowded,Broad,Brown,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1453,Poisonous,f,y,Brown,Bruises,Pungent,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Grasses
1454,Etable,x,s,Gray,No,None,f,Crowded,Broad,Brown,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Abundant,Grasses
1455,Etable,f,f,White,No,None,f,Crowded,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1456,Etable,x,s,White,No,None,f,Crowded,Broad,Brown,t,Smooth,s,White,White,p,w,o,Evanescent,Brown,Abundant,Grasses
1457,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Pink,Pink,p,w,o,Pendant,Brown,Solitary,Woods
1458,Etable,x,s,Brown,No,None,f,Crowded,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
1459,Poisonous,f,s,White,Bruises,Pungent,f,Close,Narrow,Black,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Scattered,Urban
1460,Etable,x,f,Brown,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,White,Gray,p,w,o,Pendant,Brown,Several,Woods
1461,Etable,x,s,White,No,None,f,Crowded,Broad,Brown,t,Fibrous,f,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1462,Etable,f,s,White,No,None,f,Crowded,Broad,Black,t,Fibrous,s,White,White,p,w,o,Evanescent,Black,Scattered,Grasses
1463,Etable,x,s,White,Bruises,Almond,f,Crowded,Narrow,Brown,t,Smooth,s,White,White,p,w,o,Pendant,Purple,Several,Woods
1464,Etable,x,f,Brown,No,None,f,Crowded,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Evanescent,Brown,Scattered,Grasses
